ifInOctets11,ifOutOctets11,ifoutDiscards11,ifInUcastPkts11,ifInNUcastPkts11,ifInDiscards11,ifOutUcastPkts11,ifOutNUcastPkts11,tcpOutRsts,tcpInSegs,tcpOutSegs,tcpPassiveOpens,tcpRetransSegs,tcpCurrEstab,tcpEstabResets,tcp?ActiveOpens,udpInDatagrams,udpOutDatagrams,udpInErrors,udpNoPorts,ipInReceives,ipInDelivers,ipOutRequests,ipOutDiscards,ipInDiscards,ipForwDatagrams,ipOutNoRoutes,ipInAddrErrors,icmpInMsgs,icmpInDestUnreachs,icmpOutMsgs,icmpOutDestUnreachs,icmpInEchos,icmpOutEchoReps,class,in_smooth,out_smooth,anamoly_in,anamoly_out,ifInOctets11_anomaly,ifOutOctets11_anomaly,ifoutDiscards11_anomaly,ifInUcastPkts11_anomaly,ifInNUcastPkts11_anomaly,ifInDiscards11_anomaly,ifOutUcastPkts11_anomaly,ifOutNUcastPkts11_anomaly,tcpOutRsts_anomaly,tcpInSegs_anomaly,tcpOutSegs_anomaly,tcpPassiveOpens_anomaly,tcpRetransSegs_anomaly,tcpCurrEstab_anomaly,tcpEstabResets_anomaly,tcp?ActiveOpens_anomaly,udpInDatagrams_anomaly,udpOutDatagrams_anomaly,udpInErrors_anomaly,udpNoPorts_anomaly,ipInReceives_anomaly,ipInDelivers_anomaly,ipOutRequests_anomaly,ipOutDiscards_anomaly,ipInDiscards_anomaly,ipForwDatagrams_anomaly,ipOutNoRoutes_anomaly,ipInAddrErrors_anomaly,icmpInMsgs_anomaly,icmpInDestUnreachs_anomaly,icmpOutMsgs_anomaly,icmpOutDestUnreachs_anomaly,icmpInEchos_anomaly,icmpOutEchoReps_anomaly,in_smooth_anomaly,out_smooth_anomaly,anomalies_score
1012952410,4238994168,4216,122251783,24468,4216,31978792,5993,3,1460,1256,109,2,0,6,41,274238,207851,0,16,154309672,280369,208886,574,16,154238212,5,61,70,38,35,3,32,32,icmp-echo,2628786074.06,3132605401.32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
1101596586,4241209602,4216,122347463,24504,4216,32025028,5993,3,1460,1256,109,2,0,6,41,274561,208103,0,16,154448757,280692,209138,574,16,154377109,5,61,70,38,35,3,32,32,icmp-echo,2595540642.76,3212901582.38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
3631417920,4196728235,4216,120440294,24201,4216,31097693,5913,3,1460,1256,109,2,0,6,41,268815,202954,0,16,151616819,274874,203989,574,16,151545984,5,61,70,38,35,3,32,32,icmp-echo,2640071929.32,2462323872.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
3713064366,4198818035,4216,120528840,24209,4216,31141301,5913,3,1460,1256,109,2,0,6,41,269067,203206,0,16,151757717,275126,204241,574,16,151686883,5,61,70,38,35,3,32,32,icmp-echo,2695418529.0,2465815506.34,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
3788285190,4200740795,4216,120610421,24218,4216,31181419,5913,3,1460,1256,109,2,0,6,41,269321,203458,0,16,151898719,275381,204493,574,16,151827901,5,61,70,38,35,3,32,32,icmp-echo,2749928173.42,2468649686.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
3863573506,4202666813,4216,120692118,24232,4216,31221613,5913,3,1460,1256,109,2,0,6,41,269586,203710,0,16,152039658,275645,204745,574,16,151968853,5,61,70,38,35,3,32,32,icmp-echo,2803938651.26,2470925006.86,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
3938875542,4204592435,4216,120773770,24254,4216,31261785,5913,3,1460,1256,109,2,0,6,41,269843,203962,0,16,152180537,275902,204997,574,16,152109677,5,61,70,38,35,3,32,32,icmp-echo,2857900858.56,2472803018.42,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
4066702830,4207862759,4216,120912417,24274,4216,31330015,5913,3,1460,1256,109,2,0,6,41,270096,204214,0,16,152321307,276155,205249,574,16,152250429,5,61,70,38,35,3,32,32,icmp-echo,2912401890.66,2474203489.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
1591150475,2635907937,193843,117594928,17163,193843,53510442,4506,4,195,189,12,0,0,8,10,90878,56111,0,28,171181928,94650,56350,4,39,171144118,7,62,12,11,13,12,1,1,udp-flood,2206288378.82,2609826201.7,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1656170347,2636840431,193843,117666791,17171,193843,53526820,4507,4,195,189,12,0,0,8,10,91130,56363,0,28,171283758,94902,56602,4,39,171245855,7,62,12,11,13,12,1,1,udp-flood,2189147008.28,2610889507.64,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1721256167,2638397119,193843,117786804,17189,193843,53554155,4511,4,195,189,12,0,0,8,10,91387,56615,0,28,171385398,95159,56854,4,39,171347644,7,62,12,11,13,12,1,1,udp-flood,2172145328.54,2611965331.42,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1839082949,2639462469,193843,117868986,17213,193843,53572874,4512,4,195,189,12,0,0,8,10,91649,56867,0,28,171487085,95421,57106,4,39,171449187,7,62,12,11,13,12,1,1,udp-flood,2156315057.52,2613043852.28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1913996543,2640540581,193843,117951782,17230,193843,53591802,4512,4,195,189,12,0,0,8,10,91906,57119,0,28,171588766,95678,57358,4,39,171550987,7,62,12,11,13,12,1,1,udp-flood,2140797979.34,2614124576.12,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1981332627,2641530288,193843,118026209,17252,193843,53608754,4559,4,195,189,12,0,0,8,10,92204,57479,0,28,171690696,96048,57718,4,39,171652785,7,62,12,11,13,12,1,1,udp-flood,2124626740.84,2615193546.92,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
2046357733,2642477791,193843,118098087,17259,193843,53625153,4585,4,195,189,12,0,0,8,10,92492,57731,0,28,171792274,96338,57970,4,39,171754390,7,62,12,11,13,12,1,1,udp-flood,2108395479.82,2616260048.74,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1389173507,2633013309,193843,117371688,17138,193843,53459592,4506,4,195,189,12,0,0,8,10,90122,55355,0,28,170877165,93894,55594,4,39,170839258,7,62,12,11,13,12,1,1,udp-flood,2257156298.2,2606613052.6,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1460976179,2634042513,193843,117451054,17148,193843,53477674,4506,4,195,189,12,0,0,8,10,90374,55607,0,28,170978710,94146,55846,4,39,170940832,7,62,12,11,13,12,1,1,udp-flood,2240709028.46,2607694768.3,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1526065403,2634975615,193843,117522994,17155,193843,53494065,4506,4,195,189,12,0,0,8,10,90626,55859,0,28,171080422,94398,56098,4,39,171042560,7,62,12,11,13,12,1,1,udp-flood,2223510421.4,2608761926.04,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1871565498,4260476707,4216,123178289,24609,4216,32427055,5996,3,1479,1271,111,2,2,6,41,277462,210377,0,16,155690851,283614,211428,574,16,155618568,5,61,72,39,36,3,33,33,icmp-echo,2276774241.66,3915228356.88,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
4153687776,4210087265,4216,121006792,24283,4216,31376429,5913,3,1460,1256,109,2,0,6,41,270348,204466,0,16,152462371,276407,205501,574,16,152391595,5,61,70,38,35,3,32,32,icmp-echo,2967123277.36,2475228926.66,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
4241793584,4212295655,4216,121101815,24292,4216,31422503,5913,3,1460,1256,109,2,0,6,41,270600,204718,0,16,152604743,276659,205753,574,16,152533878,5,61,70,38,35,3,32,32,icmp-echo,3021381726.7,2475690043.54,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
23864184,4214223899,4216,121184945,24299,4216,31462743,5913,3,1460,1256,109,2,0,6,41,270857,204970,0,16,152747222,276916,206005,574,16,152676363,5,61,70,38,35,3,32,32,icmp-echo,2989974962.32,2475836922.34,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
100837050,4216147907,4216,121267959,24315,4216,31502889,5913,3,1460,1256,109,2,0,6,41,271129,205222,0,16,152889371,277188,206257,574,16,152818633,5,61,70,38,35,3,32,32,icmp-echo,2957694126.34,2475385061.22,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
177883296,4218075839,4216,121351068,24336,4216,31543117,5913,3,1460,1256,109,2,0,6,41,271395,205474,0,16,153031229,277454,206509,574,16,152960322,5,61,70,38,35,3,32,32,icmp-echo,2925748047.04,2474437313.34,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
254783746,4220000567,4216,121434024,24356,4216,31610152,5913,3,1460,1256,109,2,0,6,41,271648,205726,0,16,153173270,277707,206761,574,16,153102483,5,61,70,38,35,3,32,32,icmp-echo,2892907173.14,2473099340.46,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
391929580,4223432307,4216,121582008,24365,4216,31654874,5917,3,1460,1256,109,2,0,6,41,271940,205978,0,16,153315664,277999,207013,574,16,153245631,5,61,70,38,35,3,32,32,icmp-echo,2860612204.68,2557152841.18,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
481175054,4225663867,4216,121678221,24374,4216,31701437,5918,3,1460,1256,109,2,0,6,41,272260,206230,0,16,153458661,278319,207265,574,16,153387672,5,61,70,38,35,3,32,32,icmp-echo,2828658738.42,2640861978.14,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
562719012,4227704579,4216,121766214,24389,4216,31744017,5919,3,1460,1256,109,2,0,6,41,272589,206494,0,16,153600646,278659,207532,574,16,153529576,5,61,70,38,35,3,32,32,icmp-echo,2795826309.4,2723947451.62,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
639755956,4229667788,4216,121849290,24396,4216,31784173,5992,3,1460,1256,109,2,0,6,41,272938,206843,0,16,153742412,279071,207878,574,16,153671307,5,61,70,38,35,3,32,32,icmp-echo,2763293727.38,2806540724.84,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
716733572,4231591506,4216,121932319,24412,4216,31824314,5993,3,1460,1256,109,2,0,6,41,273263,207095,0,16,153884230,279394,208130,574,16,153813028,5,61,70,38,35,3,32,32,icmp-echo,2729819679.84,2888764740.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
793768010,4233515322,4216,122015404,24419,4216,31864462,5993,3,1460,1256,109,2,0,6,41,273582,207347,0,16,154025926,279714,208382,574,16,153954619,5,61,70,38,35,3,32,32,icmp-echo,2695605558.58,2970448477.04,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
232830674,2615418379,193843,116071674,16645,193843,53150523,4506,4,195,189,12,0,0,8,10,85796,51323,0,28,169316285,89568,51562,4,39,169278727,7,62,12,11,13,12,1,1,udp-flood,2541901407.76,2589442136.08,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
338914341,2617034669,193843,116190956,16730,193843,53178914,4506,4,195,189,12,0,0,8,10,86091,51575,0,28,169414371,89863,51814,4,39,169376714,7,62,12,11,13,12,1,1,udp-flood,2523697358.28,2590518806.5,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
409171917,2618101965,193843,116269960,16797,193843,53197672,4506,4,195,189,12,0,0,8,10,86395,51827,0,28,169512239,90167,52066,4,39,169474682,7,62,12,11,13,12,1,1,udp-flood,2505749476.28,2591598207.72,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
477402683,2619139859,193843,116346683,16873,193843,53215909,4506,4,195,189,12,0,0,8,10,86696,52079,0,28,169610278,90469,52318,4,39,169572529,7,62,12,11,13,12,1,1,udp-flood,2488016082.64,2592679759.02,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
538546676,2620069089,193843,116415432,16938,193843,53232234,4506,4,195,189,12,0,0,8,10,87004,52331,0,28,169708123,90776,52570,4,39,169670488,7,62,12,11,13,12,1,1,udp-flood,2470356705.78,2593761296.6,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
599688313,2620999845,193843,116484191,16962,193843,53248582,4506,4,195,189,12,0,0,8,10,87270,52583,0,28,169806047,91042,52822,4,39,169768210,7,62,12,11,13,12,1,1,udp-flood,2451901282.14,2594828725.9,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
660892709,2621931207,193843,116552982,16978,193843,53264941,4506,4,195,189,12,0,0,8,10,87542,52835,0,28,169903876,91314,53074,4,39,169866156,7,62,12,11,13,12,1,1,udp-flood,2433339487.62,2595893301.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
722027825,2622862083,193843,116621707,17004,193843,53292209,4506,4,195,189,12,0,0,8,10,87803,53087,0,28,170001826,91575,53326,4,39,169963948,7,62,12,11,13,12,1,1,udp-flood,2414756483.4,2596956272.88,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
831228031,2624528109,193843,116744507,17033,193843,53310544,4506,4,195,189,12,0,0,8,10,88079,53339,0,28,170099713,91851,53578,4,39,170061946,7,62,12,11,13,12,1,1,udp-flood,2397207296.74,2598033958.56,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
901543637,2625594823,193843,116823576,17043,193843,53329291,4506,4,195,189,12,0,0,8,10,88338,53591,0,28,170197662,92110,53830,4,39,170159788,7,62,12,11,13,12,1,1,udp-flood,2379915463.98,2599114371.56,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
966585745,2626585869,193843,116896714,17071,193843,53346696,4506,4,195,189,12,0,0,8,10,88590,53843,0,28,170295493,92362,54082,4,39,170257633,7,62,12,11,13,12,1,1,udp-flood,2362775525.42,2600195957.96,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1027793075,2627517459,193843,116965541,17083,193843,53363059,4506,4,195,189,12,0,0,8,10,88842,54095,0,28,170393496,92614,54334,4,39,170355583,7,62,12,11,13,12,1,1,udp-flood,2344906911.72,2601264464.86,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1088867427,2628449079,193843,117034217,17096,193843,53379423,4506,4,195,189,12,0,0,8,10,89094,54347,0,28,170491276,92866,54586,4,39,170453381,7,62,12,11,13,12,1,1,udp-flood,2326926466.26,2602330116.32,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1150072629,2629382343,193843,117103046,17104,193843,53395817,4506,4,195,189,12,0,0,8,10,89346,54599,0,28,170586912,93118,54838,4,39,170549054,7,62,12,11,13,12,1,1,udp-flood,2308855628.7,2603393003.06,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1211274215,2630313825,193843,117217793,17122,193843,53423120,4506,4,195,189,12,0,0,8,10,89608,54851,0,28,170682303,93380,55090,4,39,170644518,7,62,12,11,13,12,1,1,udp-flood,2290862258.82,2604455957.36,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1319870195,2631966737,193843,117293979,17130,193843,53441218,4506,4,195,189,12,0,0,8,10,89870,55103,0,28,170777763,93642,55342,4,39,170739774,7,62,12,11,13,12,1,1,udp-flood,2273890698.82,2605533327.22,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
3459444715,2598607482,193843,114859919,16009,193843,52856068,4342,4,195,189,12,0,0,8,10,80865,47061,0,28,167775137,84519,47300,4,39,167738304,7,62,12,11,13,12,1,1,udp-flood,1870470552.4,2411904833.28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
3518715025,2599538736,193843,114927184,16128,193843,52872425,4342,4,195,189,12,0,0,8,10,81307,47313,0,28,167871414,84959,47552,4,39,167834427,7,62,12,11,13,12,1,1,udp-flood,1923064607.4,2453039935.76,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
3577971953,2600470434,193843,114994436,16164,193843,52888790,4342,4,195,189,12,0,0,8,10,81595,47565,0,28,167967485,85247,47804,4,39,167930397,7,62,12,11,13,12,1,1,udp-flood,1975034975.2,2494187680.2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
3637229679,2601402660,193843,115061698,16181,193843,52916099,4342,4,195,189,12,0,0,8,10,81880,47817,0,28,168063536,85533,48056,4,39,168026568,7,62,12,11,13,12,1,1,udp-flood,2026498868.68,2535348432.32,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
3742633249,2603060660,193843,115181346,16189,193843,52934299,4342,4,195,189,12,0,0,8,10,82165,48069,0,28,168159485,85818,48308,4,39,168122357,7,62,12,11,13,12,1,1,udp-flood,2078485967.8,2576536710.44,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
3810732441,2604135940,193843,115258643,16204,193843,52953175,4342,4,195,189,12,0,0,8,10,82428,48321,0,28,168255673,86080,48560,4,39,168218580,7,62,12,11,13,12,1,1,udp-flood,2145896513.42,2577617056.62,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
3874009545,2605130226,193843,115330462,16212,193843,52970640,4342,4,195,189,12,0,0,8,10,82704,48573,0,28,168351592,86356,48812,4,39,168314455,7,62,12,11,13,12,1,1,udp-flood,2213331405.32,2578698662.68,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
3933137281,2606059752,193843,115397579,16219,193843,52986965,4342,4,195,189,12,0,0,8,10,82962,48825,0,28,168447605,86614,49064,4,39,168410392,7,62,12,11,13,12,1,1,udp-flood,2280799835.38,2579780238.26,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
3992397411,2606990262,193843,115464846,16228,193843,53003308,4342,4,195,189,12,0,0,8,10,83269,49077,0,28,168543761,86921,49316,4,39,168506523,7,62,12,11,13,12,1,1,udp-flood,2347516506.16,2580848973.96,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
4051597415,2607920694,193843,115532040,16342,193843,53019650,4342,4,195,189,12,0,0,8,10,83708,49329,0,28,168639996,87361,49568,4,39,168602609,7,62,12,11,13,12,1,1,udp-flood,2414080358.62,2581914642.06,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
4151101353,2609483468,193843,115644954,16572,193843,53047109,4342,4,195,189,12,0,0,8,10,84073,49581,0,28,168736304,87725,49820,4,39,168698828,7,62,12,11,13,12,1,1,udp-flood,2481311337.7,2582990190.56,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
4219188557,2610559114,193843,115722239,16593,193843,53065984,4345,4,195,189,12,0,0,8,10,84331,49833,0,28,168832374,87983,50072,4,39,168794813,7,62,12,11,13,12,1,1,udp-flood,2548756301.7,2584068650.42,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
282062408,565298018,4188,68265767,11144,4188,29595441,2814,4,143,136,9,1,0,6,7,150340,108483,33,25,97918219,152679,108622,21,58,97875226,0,42,4,3,24,23,1,1,tcp-syn,1723898822.4,905802537.22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
364786651,567691212,4188,68365206,11155,4188,29638696,2814,4,143,136,9,1,0,6,7,150630,108735,33,25,98070303,152969,108874,21,58,98027259,0,42,4,3,24,23,1,1,tcp-syn,1664084807.52,898663765.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
111817055,2613514450,193843,115935174,16617,193843,53117788,4416,4,195,189,12,0,0,8,10,85215,50776,0,28,169120813,88961,51015,4,39,169083274,7,62,12,11,13,12,1,1,udp-flood,2580083147.7,2587312038.06,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
171629137,2614485490,193843,116002852,16626,193843,53134140,4505,4,195,189,12,0,0,8,10,85515,51071,0,28,169218234,89287,51310,4,39,169180645,7,62,12,11,13,12,1,1,udp-flood,2561046919.3,2588378603.86,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
2697082461,463611866,196630,226107189,32770,196630,85162498,7830,4,195,189,12,0,0,8,10,345586,276843,0,28,311415600,352294,277082,7,39,311345305,7,62,12,11,13,12,1,1,bruteForce,2265083782.18,2246329056.12,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
3533304460,649875435,196630,228119762,33379,196630,86223067,7902,4,195,189,12,0,0,8,10,348194,278715,0,28,314488581,354974,278954,7,39,314417514,7,62,12,11,13,12,1,1,bruteForce,2308954503.48,2223458829.42,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1539672705,57623181,4216,127370792,25203,4216,34346233,6158,3,1506,1292,113,2,2,6,41,288888,221183,0,16,161817949,295214,222256,574,16,161745692,5,61,75,41,37,3,34,34,icmp-echo,2066022335.3,1979134274.84,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1294035181,1099681738,196630,233009258,33675,196630,88785793,7909,4,195,189,12,0,0,8,10,353988,282999,0,28,322039214,360768,283238,7,39,321966810,7,62,12,11,13,12,1,1,bruteForce,1938291527.38,1218958861.14,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1198225505,1078899810,196630,232782747,33654,196630,88667318,7909,4,195,189,12,0,0,8,10,353647,282747,0,28,321599774,360427,282986,7,39,321527315,7,62,12,11,13,12,1,1,bruteForce,1989248754.42,1277946511.72,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1076668546,1052551068,196630,232495471,33625,196630,88517118,7909,4,195,189,12,0,0,8,10,353312,282495,0,28,321158922,360093,282734,7,39,321086699,7,62,12,11,13,12,1,1,bruteForce,2040324707.0,1336940513.82,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
